taxonomy_id,phylum,class,order,family,genus,species,strain,Gram.stain,genome_size,,,
1036743,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum,Rhodospirillum rubrum,Rhodospirillum rubrum F11,negative,4352825,,,
103690,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,Nostoc sp. PCC 7120 = FACHB-418,Nostoc sp. PCC 7120 = FACHB-418,negative,7159358,,,
103733,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,Saccharothrix syringae,Saccharothrix syringae,positive,10929570,,,
1037409,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium japonicum,Bradyrhizobium japonicum USDA 6,negative,9169262.5,,,
1037915,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas chlororaphis,Pseudomonas chlororaphis O6,negative,6980251,,,
103796,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas syringae,Pseudomonas syringae pv. actinidiae,negative,6238667.5,,,
103810,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Riemerella,Riemerella columbina,NA,negative,2044714,,,
103816,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,Rhodococcus pyridinivorans,Rhodococcus pyridinivorans,positive,5181477,,,
103817,Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Janibacter,Janibacter terrae,NA,positive,3317027.5,,,
103855,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella hinzii,Bordetella hinzii,negative,4885078,,,
1038856,Bacillota,Bacilli,Bacillales,Caryophanaceae,Planococcus,Planococcus plakortidis,Planococcus plakortidis,positive,3261818,,,
1038921,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas chlororaphis,Pseudomonas chlororaphis subsp. aureofaciens 30-84,negative,6666321,,,
1038922,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,Pseudomonas fluorescens Q2-87,negative,6368168,,,
1038927,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli O104:H4,negative,5442834,,,
1038928,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces xinghaiensis,Streptomyces xinghaiensis S187,positive,7314370.5,,,
1038929,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces xinghaiensis,Streptomyces xinghaiensis S187,positive,7137891,,,
1040793,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. D1-1,NA,negative,5929390,,,
104087,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas frederiksbergensis,Pseudomonas frederiksbergensis,negative,6552847.5,,,
1040979,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus neocaledonicus,Cupriavidus neocaledonicus,negative,6889410,,,
104102,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter tropicalis,Acetobacter tropicalis,negative,3717151,,,
1041138,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium gallicum,Rhizobium gallicum bv. gallicum R602sp,negative,7265716,,,
1041157,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium meliloti,Sinorhizobium meliloti WSM1022,negative,6696700,,,
1041159,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Ensifer,Ensifer sp. WSM1721,NA,negative,6326810,,,
1041504,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Candidatus Neoarthromitus,Candidatus Arthromitus sp. SFB-rat-Yit,Candidatus Arthromitus sp. SFB-rat-Yit,positive,1515556,,,
1041522,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium colombiense,Mycobacterium colombiense CECT 3035,positive,5580601,,,
1041809,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Candidatus Neoarthromitus,Candidatus Arthromitus sp. SFB-mouse,Candidatus Arthromitus sp. SFB-mouse-Yit,positive,1586397,,,
1041826,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium columnare,Flavobacterium columnare ATCC 49512,negative,3162432,,,
1042,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter sp.,NA,negative,3303132,,,
1042156,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium sp. SY8519,Clostridium sp. SY8519,positive,2835737,,,
1042163,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus laterosporus,Brevibacillus laterosporus LMG 15441,positive,5153859,,,
1042403,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium animalis,Bifidobacterium animalis subsp. lactis CNCM I-2494,positive,1943113,,,
1042417,Spirochaetota,Spirochaetia,Brachyspirales,Brachyspiraceae,Brachyspira,Brachyspira pilosicoli,Brachyspira pilosicoli P43/6/78,negative,2555556,,,
104268,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum mesophilum,Tenacibaculum mesophilum,negative,3352496.5,,,
104270,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum ovolyticum,NA,negative,4153045.5,,,
1042876,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,Pseudomonas putida S16,negative,5984790,,,
1042878,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus necator,Cupriavidus necator N-1,negative,8480857,,,
104336,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium foliorum,Microbacterium foliorum,positive,3618786,,,
1045004,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus kitaharae,Oenococcus kitaharae DSM 17330,positive,1843052.5,,,
1045010,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli O157,negative,5737987,,,
1045317,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas lutea,Sphingomonas lutea,negative,2417219.5,,,
1045776,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Kutzneria,Kutzneria buriramensis,NA,positive,11993776,,,
1045808,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. YL-1,Rhodococcus sp. YL-1,positive,7594958,,,
1045854,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella koreensis,Weissella koreensis KACC 15510,positive,1441470,,,
1045855,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Pseudoxanthomonas,Pseudoxanthomonas spadix,Pseudoxanthomonas spadix BD-a59,negative,3452554,,,
1045858,Spirochaetota,Spirochaetia,Brachyspirales,Brachyspiraceae,Brachyspira,Brachyspira intermedia,Brachyspira intermedia PWS/A,negative,3308048,,,
104609,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio penaeicida,Vibrio penaeicida,negative,6726854.5,,,
1046114,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Pelagibacterium,Pelagibacterium nitratireducens,NA,negative,3854867,,,
104623,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Prodigiosinella,Prodigiosinella confusarubida,Serratia sp. ATCC 39006,negative,4971756.5,,,
104628,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter suis,Helicobacter suis,negative,1644545.5,,,
1046624,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,Lactococcus lactis subsp. lactis IO-1,positive,2421471,,,
1046629,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,Streptococcus salivarius 57.I,positive,2138805,,,
104663,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga,Chitinophaga filiformis,Chitinophaga filiformis,negative,8444779.5,,,
1047172,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Nocardia,Nocardia sp. CS682,Nocardia sp. CS682,positive,8919230,,,
1048205,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces uncialis,NA,positive,8903286.5,,,
1048245,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium canetti,Mycobacterium canettii CIPT 140010059,positive,4482059,,,
1048254,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli O104:H4 str. C227-11,negative,5429820,,,
1048260,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Leptospirillum,Leptospirillum ferriphilum,Leptospirillum ferriphilum ML-04,negative,2406157,,,
1048264,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pyogenes,Streptococcus pyogenes HKU QMH11M0907901,positive,1908100,,,
1048332,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,Streptococcus salivarius CCHSS3,positive,2217184,,,
1048689,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli O55:H7 str. RM12579,negative,5448306,,,
1048830,Mycoplasmatota,-,Mycoplasmoidales,Mycoplasmoidaceae,Malacoplasma,Malacoplasma iowae,Malacoplasma iowae 695,negative,1315476,,,
1048834,Bacillota,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,Alicyclobacillus acidocaldarius,Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1,positive,3124048,,,
104955,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus frumenti,Limosilactobacillus frumenti,positive,1752928,,,
1049565,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Klebsiella pneumoniae KCTC 2242,negative,5462423,,,
1049583,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Kocuria,Kocuria marina,Kocuria indica,positive,2842604,,,
1050107,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus delbrueckii,Lactobacillus delbrueckii subsp. sunkii,positive,2004337,,,
1050174,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium epidermidicanis,Corynebacterium epidermidicanis,positive,2692072,,,
1050221,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Chlamydia psittaci NJ1,negative,1168598,,,
1050370,Pseudomonadota,Betaproteobacteria,Burkholderiales,-,Thiomonas,Thiomonas sp. X19,Thiomonas sp. X19,negative,4674432,,,
1050617,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli UMNF18,negative,5635305,,,
1050624,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. A15-127,Synechococcus sp. A15-127,negative,2543463,,,
1050635,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. A15-24,NA,negative,2305373,,,
1050638,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. A15-28,NA,negative,2341586,,,
1050646,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. A15-44,Synechococcus sp. A15-44,negative,2621965,,,
1050655,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. A15-60,Synechococcus sp. A15-60,negative,2543402,,,
1050657,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. A15-62,Synechococcus sp. A15-62,negative,2294140,,,
1050714,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. SYN20,Synechococcus sp. SYN20,negative,2728628,,,
1051003,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,Pseudomonas aeruginosa 19BR,negative,6742964,,,
1051004,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,Pseudomonas aeruginosa 213BR,negative,6719211,,,
1051072,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus equi,Streptococcus equi subsp. zooepidemicus ATCC 35246,positive,2167264,,,
1051074,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus,Streptococcus thermophilus JIM 8232,positive,1929905,,,
1051349,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,NA,negative,5476635,,,
1051646,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio tubiashii,Vibrio tubiashii ATCC 19109,negative,5540337,,,
1051973,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcoides,Rhodococcoides fascians,Rhodococcus fascians D188,positive,5468930,,,
1052,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Halorhodospira,Halorhodospira halochloris,Halorhodospira halochloris,negative,2834560,,,
1052095,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Granulibacter,Granulibacter bethesdensis,Granulibacter bethesdensis CGDNIH4,negative,2729888,,,
105219,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia mannitolilytica,Ralstonia mannitolilytica,negative,4840643,,,
1052257,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Aquihabitans,Aquihabitans daechungensis,NA,positive,4162168,,,
1052585,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus spizizenii,Bacillus subtilis subsp. spizizenii TU-B-10,positive,4207222,,,
1052588,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis,Bacillus subtilis subsp. subtilis str. RO-NN-1,positive,4011949,,,
1052684,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus polymyxa,Paenibacillus polymyxa M1,variable,6231122,,,
1053551,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Komagataeibacter,Komagataeibacter sucrofermentans,NA,negative,3438764,,,
1054,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Ectothiorhodospira,Ectothiorhodospira shaposhnikovii,NA,negative,3614152.5,,,
1054033,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,Arcobacter venerupis,Arcobacter venerupis,negative,3209085,,,
1054034,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,Arcobacter cloacae,Arcobacter cloacae,negative,2776911.5,,,
1054041,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus yonginensis,NA,positive,2786315.5,,,
1054460,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pseudopneumoniae,Streptococcus pseudopneumoniae IS7493,positive,2195458,,,
1055104,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Cobetia,Cobetia amphilecti,Cobetia amphilecti,negative,4160095,,,
1055524,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cenocepacia,Burkholderia cenocepacia H111,negative,7714893,,,
1055527,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,Helicobacter pylori ELS37,negative,1669876,,,
1055528,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,Helicobacter pylori Puno120,negative,1637762,,,
1055529,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,Helicobacter pylori Puno135,negative,1646139,,,
1055530,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,Helicobacter pylori SNT49,negative,1610830,,,
1055531,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,Helicobacter pylori Aklavik117,negative,1636125,,,
1055532,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,Helicobacter pylori Aklavik86,negative,1507930,,,
1055533,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli O26 str. RM8426,negative,5738300,,,
1055534,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli O26 str. RM10386,negative,5967793,,,
1055537,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,NA,negative,5415502.5,,,
1055538,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli O145,negative,5505919,,,
1055540,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli O103 str. RM8385,negative,5732806,,,
1055541,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli O43 str. RM10042,negative,5261709,,,
1055542,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli O111 str. RM9322,negative,5284381,,,
1055543,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli O121 str. RM8352,negative,5474275,,,
1055544,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli O145 str. RM9872,negative,5475442,,,
1055545,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli O91 str. RM7190,negative,5030336,,,
105559,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Nitrosococcus,Nitrosococcus watsonii,Nitrosococcus watsonii C-113,negative,3373286,,,
105560,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Methylibium,Methylibium petroleiphilum,Methylibium petroleiphilum PM1,negative,4221074.5,,,
1056807,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Morococcus,Morococcus cerebrosus,Morococcus cerebrosus,negative,2451909,,,
105751,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas bestiarum,NA,negative,4692613,,,
105841,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerostipes,Anaerostipes caccae,Anaerostipes caccae,positive,3286322,,,
105843,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum soehngenii,NA,positive,3216112,,,
1061,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,-,Rhodobacter,Rhodobacter capsulatus,Rhodobacter capsulatus,negative,3771633,,,
1063,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Cereibacter,Cereibacter sphaeroides,Cereibacter sphaeroides,negative,4633984.5,,,
106370,Actinomycetota,Actinomycetes,Frankiales,Frankiaceae,Frankia,Frankia casuarinae,Frankia casuarinae,positive,5369961,,,
106412,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Streptosporangium,Streptosporangium subroseum,NA,positive,10990159,,,
1064535,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,Megasphaera elsdenii DSM 20460,negative,2476830,,,
